rxn_id,reaction_balance_status,reaction_direction
|RXN1G-4|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13510|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.5.1.81-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|4.2.1.61-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9068|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17960|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11001|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN3O-9782|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20208|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16338|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|L-THREONATE-3-DEHYDROGENASE-RXN|,|BALANCED|,
|RXN-9230|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18117|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22571|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13854|,|BALANCED|,|RIGHT-TO-LEFT|
|9-FLUORENOL-DEHYDROGENASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22720|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15561|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15810|,|BALANCED|,|LEFT-TO-RIGHT|
|2-METHYLACYL-COA-DEHYDROGENASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-21038|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16511|,|BALANCED|,|LEFT-TO-RIGHT|
|MERCURY-II-REDUCTASE-RXN|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN1G-912|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9605|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12374|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13984|,|BALANCED|,|LEFT-TO-RIGHT|
|ALDXANAU-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-16616|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-19298|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.3.1.161-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21216|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.22.57-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16865|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8181|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9805|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18591|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20016|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|3-HYDROXYBENZOATE-2-MONOOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21556|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17045|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12533|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22482|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22537|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15397|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.4.42-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PYRUVATE-KINASE-PHOSPHATASE-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15678|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19854|,|UNDETERMINED|,|REVERSIBLE|
|RXN-12865|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-20038|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8348|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN1G-660|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11330|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXNQT-4326|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17532|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21838|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16468|,|BALANCED|,|LEFT-TO-RIGHT|
|ERYTH4PDEHYDROG-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-865|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11461|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13042|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.21.108-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-3461|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-18427|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GENTISATE-12-DIOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|SUCCCOASYN-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-19860|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14315|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15940|,|BALANCED|,
|RXN-4561|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8797|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22358|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11777|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.1.1.197-RXN|,|BALANCED|,
|RXN-20571|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16091|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15339|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-4621|,|BALANCED|,|LEFT-TO-RIGHT|
|CHLOROPHYLLASE-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14477|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.14.13.42-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-509|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-17387|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-18919|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11936|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|D-LYXOSE-KETOL-ISOMERASE-RXN|,|BALANCED|,
|RXN-16317|,|BALANCED|,
|RXN-14803|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-10078|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-6427|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19054|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3-OXOACYL-ACP-SYNTH-RXN|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|3.4.21.69-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22101|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7619|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16572|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19801|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN18HP-7|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13423|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14945|,|BALANCED|,
|RXN-10599|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22027|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20400|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10924|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.24.28-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22254|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14955|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17868|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9157|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN2DNV-11|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19585|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-4142|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ISOCIT-CLEAV-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-22614|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18037|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11064|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-409|,|BALANCED|,|RIGHT-TO-LEFT|
|5.1.1.18-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-16419|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9317|,|BALANCED|,|LEFT-TO-RIGHT|
|2.7.11.20-RXN|,|UNDETERMINED|,
|RXN-7062|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13913|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ACYLCOASYN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22788|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19487|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20930|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.1.1.19-RXN|,|BALANCED|,
|RXN-21110|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14053|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21722|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-12277|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9700|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18492|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.125-RXN|,|UNBALANCED-UNFIXABLE|,
|RXN-14312|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|OXIMINOTRANSFERASE-RXN|,|BALANCED|,
|RXN-19379|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12441|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9869|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN1G-358|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-8052|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16950|,|BALANCED|,|LEFT-TO-RIGHT|
|PROGESTERONE-11-ALPHA-MONOOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17104|,|BALANCED|,|LEFT-TO-RIGHT|
|2.4.1.134-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15316|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.13.3-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8267|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14536|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-19465|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12778|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19944|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21751|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.2.1.150-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13613|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN66-660|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11392|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|RXN-15466|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20106|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21701|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18333|,|BALANCED|,|LEFT-TO-RIGHT|
|FORMIMINOGLUTAMASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12940|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-17591|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN1G-297|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15807|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-4144|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|SAMDECARB-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11539|,|BALANCED|,|LEFT-TO-RIGHT|
|2.1.1.135-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|C04718-C060066-AUTOTRANSFORMATION-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14399|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-8716|,|BALANCED|,|LEFT-TO-RIGHT|
|GLUTAMINESYN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19448|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|UDPACYLGLCNACDEACETYL-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11843|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16015|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-4884|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13358|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-21471|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5208|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.1.1.92-RXN|,|BALANCED|,
|RXN-20636|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21684|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-18826|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7261|,|BALANCED|,|LEFT-TO-RIGHT|
|COUMARATE-REDUCTASE-RXN|,|BALANCED|,
|RXN-12028|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN1G-260|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RIBOSYLNICOTINAMIDE-KINASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17449|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18977|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-6948|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.3.7.5-RXN|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-8567|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14858|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10134|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7698|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-19363|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22029|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.22.36-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22167|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15023|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13259|,|BALANCED|,
|RXN-13306|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN1G-1151|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19471|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.24.77-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21667|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-10839|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20503|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13489|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN3O-328|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-188|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9051|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17937|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10982|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18094|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.15.1.2-RXN|,|BALANCED|,
|RXN-16305|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|L-GLUTAMATE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9210|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15543|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19069|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13831|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|6.3.2.10-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22699|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|MANGANESE-PEROXIDASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13011|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21013|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16493|,|BALANCED|,|LEFT-TO-RIGHT|
|ALCOHOL-DEHYDROG-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-21651|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9582|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12350|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13967|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21193|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-1278|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19282|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PHENYLSERINE-ALDOLASE-RXN|,|BALANCED|,|REVERSIBLE|
|2.3.1.135-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18567|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18803|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16845|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8155|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9772|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12510|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12876|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|26DICHDIOX-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15376|,|BALANCED|,|REVERSIBLE|
|RXN-17025|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PYRIDOXAL-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21635|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-22516|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-12846|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.3.74-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8325|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1A0-6112|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19825|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXNQT-4192|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-20012|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21816|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18648|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11306|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8625|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11442|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13017|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12528|,|UNDETERMINED|,|LEFT-TO-RIGHT|
|DTDPKIN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18403|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|STEROL-ESTERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21618|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-3181|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15922|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-4501|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8781|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-7371|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14284|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.1.1.145-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-20555|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16075|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18540|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11758|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|CERAMIDE-KINASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14458|,|BALANCED|,|LEFT-TO-RIGHT|
|1.14.11.9-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12075|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN0-3942|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|XANTHINE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11917|,|BALANCED|,|LEFT-TO-RIGHT|
|D-ARABINITOL-4-DEHYDROGENASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21566|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17367|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18899|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5461|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19034|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5513|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14787|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10051|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7594|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16551|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18342|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.21.50-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22080|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17518|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-10463|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11707|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN18C3-5|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13386|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14928|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22230|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21403|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-20384|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10904|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.24.12-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19565|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-1138|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17841|,|BALANCED|,
|RXN-9139|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN2B4Q-46|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13552|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17898|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|INDOLE-3-ACETALDEHYDE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22597|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18015|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11047|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11335|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|5-ACYLPHOSPHOADENOSINE-HYDROLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16404|,|BALANCED|,|LEFT-TO-RIGHT|
|LINALOOL-8-MONOOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9296|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21151|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-6724|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13896|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22766|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9678|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20905|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.1.1.130-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21083|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-14028|,|BALANCED|,
