rxn_id,reaction_balance_status,reaction_direction
|RXN-12756|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19346|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-284|,|BALANCED|,|REVERSIBLE|
|RXN-5402|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19729|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-534|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16925|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-600|,|UNDETERMINED|,|REVERSIBLE|
|RXN-20703|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-11209|,|BALANCED|,|REVERSIBLE|
|RXN-18310|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.1.66-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-563|,|BALANCED|,|REVERSIBLE|
|RXN-12092|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15788|,|BALANCED|,
|RXN-19915|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-546|,|BALANCED|,|REVERSIBLE|
|RXN0-7115|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9450|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|BILE-SALT-SULFOTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11371|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN0-527|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7798|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22939|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TYROSINE--TRNA-LIGASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|FGAMSYN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-310|,|BALANCED|,|REVERSIBLE|
|RXN-15088|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14192|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-21437|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-3762|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-568|,|BALANCED|,|REVERSIBLE|
|RXN-12593|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11673|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18802|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14371|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-547|,|BALANCED|,|REVERSIBLE|
|3.7.1.8-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.2.27-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RHAMNISOM-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-11817|,|BALANCED|,
|TRANS-RXN0-544|,|BALANCED|,|REVERSIBLE|
|RXN66-145|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|RXN0-1862|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8548|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5131|,|UNDETERMINED|,
|TRANS-RXN0-273|,|BALANCED|,|REVERSIBLE|
|RXN-18176|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17269|,|BALANCED|,
|RXN-22008|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7203|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-10|,|BALANCED|,|REVERSIBLE|
|RXN-15622|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14701|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13286|,|BALANCED|,
|RXN-17432|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-22|,|BALANCED|,|REVERSIBLE|
|MHPELY-RXN|,|BALANCED|,|REVERSIBLE|
|3.4.14.1-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-1082|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14837|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17755|,|BALANCED|,|REVERSIBLE|
|AMINOBENZCOALIG-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20283|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9023|,|UNBALANCED-UNFIXABLE|,|REVERSIBLE|
|3.4.22.10-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN66-1231|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21270|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17733|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16279|,|BALANCED|,
|RXN1F-169|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-532|,|BALANCED|,|REVERSIBLE|
|RXN-18646|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|HIPPURATE-HYDROLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-1381|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20439|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|TRANS-RXN0-447|,|BALANCED|,|REVERSIBLE|
|R164-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|4.1.2.23-RXN|,|BALANCED|,
|12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-17914|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN0-226|,|BALANCED|,|REVERSIBLE|
|RXN-8411|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-6242|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19262|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|KETOLACTOSE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-90|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21881|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20762|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16822|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|6-METHYLSALICYLATE-DECARBOXYLASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-502|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13097|,|BALANCED|,|REVERSIBLE|
|RXN-12161|,|BALANCED|,|LEFT-TO-RIGHT|
|2.8.2.30-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20981|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-473|,|BALANCED|,|LEFT-TO-RIGHT|
|TCEREDCHLOR-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|NAD-SYNTH-GLN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22496|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12327|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-368|,|BALANCED|,|REVERSIBLE|
|RXN-8846|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-7397|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19804|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|PGLYCEROLTRANSII-RXN|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-35|,|BALANCED|,|REVERSIBLE|
|RXN-16136|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7904|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11278|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8124|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-313|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13634|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15197|,|BALANCED|,|LEFT-TO-RIGHT|
|DLACTDEHYDROGNAD-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-15358|,|BALANCED|,
|TRANS-RXN-277|,|UNDETERMINED|,|REVERSIBLE|
|1.14.99.15-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12674|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9561|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12826|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-23|,|BALANCED|,|REVERSIBLE|
|DEOXYADENPHOSPHOR-RXN|,|BALANCED|,|REVERSIBLE|
|RXN66-339|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-292|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXNI-2|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-200|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19111|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18237|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14263|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8602|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-126A|,|BALANCED|,|REVERSIBLE|
|RXN-16647|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15704|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11739|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18379|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-108H|,|BALANCED|,|REVERSIBLE|
|RXN-10642|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ARYL-SULFOTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.6.1.58-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-15892|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN3O-9899|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22295|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21334|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-3381|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|+-BORNEOL-DEHYDROGENASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN0-1924|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19636|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18714|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17342|,|BALANCED|,
|CATECHOL-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14653|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11108|,|BALANCED|,|LEFT-TO-RIGHT|
|R313-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-14769|,|BALANCED|,|RIGHT-TO-LEFT|
|URPHOS-RXN|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN2DNV-145|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9377|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8478|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.21.27-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21518|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-520|,|BALANCED|,|REVERSIBLE|
|RXN-22836|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21936|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN18C3-32|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18880|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-270|,|BALANCED|,|REVERSIBLE|
|RXN-14104|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13170|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20366|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10031|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN0-209|,|BALANCED|,|REVERSIBLE|
|RXN-11582|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10719|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17803|,|BALANCED|,|REVERSIBLE|
|RXN-22063|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-77|,|BALANCED|,|REVERSIBLE|
|2.4.1.195-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|HYGROMYCIN-B-KINASE-RXN|,|BALANCED|,
|RXN-13355|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-499|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-991|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8939|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|4.3.1.14-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10886|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-461|,|UNDETERMINED|,|REVERSIBLE|
|RXN-17162|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16198|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-6641|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9088|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|TRANS-RXN-364|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14588|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13705|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20886|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16376|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-347|,|BALANCED|,|REVERSIBLE|
|3.2.1.57-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|1.3.1.62-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12235|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13877|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-30|,|BALANCED|,|REVERSIBLE|
|RXN-20165|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19182|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.1.1.105-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-262|,|BALANCED|,|REVERSIBLE|
|RXN-17639|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16740|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8009|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9627|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-211|,|BALANCED|,|LEFT-TO-RIGHT|
|GLYCOGEN-BRANCH-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|2.7.1.156-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15263|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19318|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-198|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-5181|,|BALANCED|,
|RXN-22398|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12740|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16892|,|BALANCED|,
|TRANS-RXN-123|,|BALANCED|,|REVERSIBLE|
|RXN-20681|,|BALANCED|,|REVERSIBLE|
|RXN-19706|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-501|,|BALANCED|,|LEFT-TO-RIGHT|
|3-OXOACID-COA-TRANSFERASE-RXN|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-108E|,|BALANCED|,|REVERSIBLE|
|RXN-12069|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11182|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18294|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22578|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-108B|,|BALANCED|,|REVERSIBLE|
|RXN0-7066|,|BALANCED|,|LEFT-TO-RIGHT|
|DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15768|,|BALANCED|,
|RXN-19897|,|BALANCED|,|REVERSIBLE|
|RXN0-7050|,|BALANCED|,|REVERSIBLE|
|RXN-7775|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9436|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|BENZOYLFORMATE-DECARBOXYLASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11351|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-1721|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15067|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22910|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TROPINESTERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|FAD-PYROPHOSPHATASE-RXN|,|BALANCED|,
|RXN-14650|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12565|,|BALANCED|,|REVERSIBLE|
|RXN-14173|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21401|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-3590|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-622|,|BALANCED|,|REVERSIBLE|
|3.5.5.5-RXN|,|BALANCED|,
|RXN-11651|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18776|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14347|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN0-515|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN4FS-8|,|BALANCED|,|LEFT-TO-RIGHT|
|2.4.1.57-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R62-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11799|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|TRANS-RXN0-265|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18144|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-1081|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8531|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5101|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|TRANS-RXN0-201|,|BALANCED|,|REVERSIBLE|
|RXN-15593|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17248|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21988|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7141|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-71|,|BALANCED|,|REVERSIBLE|
|METHYLCROTONYL-COA-CARBOXYLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14685|,|BALANCED|,|REVERSIBLE|
|RXN-13256|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17409|,|BALANCED|,|RIGHT-TO-LEFT|
|TRANS-RXN-493|,|BALANCED|,|LEFT-TO-RIGHT|
|ALPHA-L-FUCOSIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.11.3-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10789|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14820|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-425|,|BALANCED|,|REVERSIBLE|
|RXN-21246|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20240|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9006|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.21.86-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-360|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18624|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17714|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16259|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN1F-13|,|BALANCED|,
|TRANS-RXN-342|,|BALANCED|,|REVERSIBLE|
|R12-RXN|,|BALANCED|,|REVERSIBLE|
|H2NTPEPIM-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-13791|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20420|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|TRANS-RXN-299|,|BALANCED|,|REVERSIBLE|
|RXN-8383|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|4.1.1.38-RXN|,|BALANCED|,|REVERSIBLE|
|1.8.1.5-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-17887|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-25|,|BALANCED|,|REVERSIBLE|
|RXN-21864|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5962|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19245|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|KANAMYCIN-KINASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-209|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13076|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20743|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16803|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|5.4.4.3-RXN|,|BALANCED|,
|TRANS-RXN-181A|,|BALANCED|,|REVERSIBLE|
|SUPEROX-DISMUT-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12143|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.7.8.23-RXN|,|BALANCED|,
|RXN-20953|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-121C|,|BALANCED|,|REVERSIBLE|
|RXN-8826|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|N-ACYLMANNOSAMINE-KINASE-RXN|,|BALANCED|,
|RXN-22476|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12304|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-106B|,|BALANCED|,|REVERSIBLE|
|RXN-16119|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20234|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19782|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|PEPCARBOXYKIN-RXN|,|BALANCED|,|REVERSIBLE|
|RXN0-5202|,|BALANCED|,|REVERSIBLE|
|RXN-13611|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17705|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11261|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8083|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22518|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.14.13.8-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|H2-METHYLENE-THMPT-DEHYDRO-RXN|,|BALANCED|,|REVERSIBLE|
|DIMETHUROPORDEHYDROG-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15336|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14647|,|BALANCED|,|REVERSIBLE|
|DCDPC-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|4-PYRIDOXOLACTONASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9495|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12804|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN0-576|,|BALANCED|,|REVERSIBLE|
|RXN-19089|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5901|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-2562|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN6666-7|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-499|,|BALANCED|,|REVERSIBLE|
|RXN-16610|,|BALANCED|,
|RXN-20740|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14245|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-8585|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-244|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10623|,|BALANCED|,
|RXN-12140|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11721|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18359|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-0244|,|BALANCED|,|REVERSIBLE|
|RXN-22277|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|N-ACETYLTRANSFER-RXN|,|BALANCED|,|REVERSIBLE|
|2.6.1.18-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-15845|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
